id,COVIDCONTROL_01_RAW,COVIDCONTROL_02_RAW,COVIDCONTROL_03_RAW,COVIDCONTROL_04_RAW,COVIDCONTROL_05_RAW,COVIDCONTROL_06_RAW,COVIDCONTROL_07_RAW,COVIDCONTROL_08_RAW,COVIDCONTROL_09_RAW,COVIDCONTROL_10_RAW,COVIDCONTROL_11_RAW,COVIDCONTROL_12_RAW,COVIDCONTROL_13_RAW,COVIDCONTROL_01_DIR,COVIDCONTROL_02_DIR,COVIDCONTROL_03_DIR,COVIDCONTROL_04_DIR,COVIDCONTROL_05_DIR,COVIDCONTROL_06_DIR,COVIDCONTROL_07_DIR,COVIDCONTROL_08_DIR,COVIDCONTROL_09_DIR,COVIDCONTROL_10_DIR,COVIDCONTROL_11_DIR,COVIDCONTROL_12_DIR,COVIDCONTROL_13_DIR,COVIDCONTROL_RAW_NA,COVIDCONTROL_DIR_NA
9fazm15vce,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,6,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,6,0,0
9fzejerrgn,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,No,Muy bajo riesgo,Muy alto riesgo,Muy alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Peor,Perdí mi trabajo de forma permanente,1,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,No,Muy bajo riesgo,Muy alto riesgo,Muy alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Peor,Perdí mi trabajo de forma permanente,1,0,0
9jn6juf41p,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,No,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),8,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,No,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),8,0,0
9nwcoby1v9,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,Dentro de mis conocidos,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Alto riesgo,Bajo riesgo,Peor,"Perdí mi trabajo de forma permanente, pero obtuve otro",8,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,Dentro de mis conocidos,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Alto riesgo,Bajo riesgo,Peor,"Perdí mi trabajo de forma permanente, pero obtuve otro",8,0,0
9oc1ekzpb4,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Mejor,"Perdí mi trabajo de forma permanente, pero obtuve otro",9,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Mejor,"Perdí mi trabajo de forma permanente, pero obtuve otro",9,0,0
9t1plqtqau,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,3,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,3,0,0
9trmee5xbp,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bastante bueno,En mi país,Alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),3,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bastante bueno,En mi país,Alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),3,0,0
9veptk9vgf,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,Perdí mi trabajo de forma permanente,2,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,Perdí mi trabajo de forma permanente,2,0,0
a3hyn2c33g,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,No,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,No lo sé / Prefiero no responder,4,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,No,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,No lo sé / Prefiero no responder,4,0,0
a7gqlr06rl,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,"Perdí mi trabajo de forma permanente, pero obtuve otro",4,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,"Perdí mi trabajo de forma permanente, pero obtuve otro",4,0,0
alb7auth21,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,1,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,1,0,0
amm7bj9jry,Hermano/a(s)/otro familiar menor de 60 años,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Peor,Perdí mi trabajo de forma permanente,1,Hermano/a(s)/otro familiar menor de 60 años,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Peor,Perdí mi trabajo de forma permanente,1,0,0
any34zornc,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Muy alto riesgo,Muy alto riesgo,Mejor,No lo sé / Prefiero no responder,1,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Muy alto riesgo,Muy alto riesgo,Mejor,No lo sé / Prefiero no responder,1,0,0
aomxurnjy4,Vivo solo(a),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,No lo sé / Prefiero no responder,Tengo el mismo trabajo,2,Vivo solo(a),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,No lo sé / Prefiero no responder,Tengo el mismo trabajo,2,0,0
aoufqyh9re,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,En mi país,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Igual,No lo sé / Prefiero no responder,4,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,En mi país,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Igual,No lo sé / Prefiero no responder,4,0,0
arh0u2f1wl,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,3,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,3,0,0
aux5emxvcs,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,Dentro de mi familia,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,3,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,Dentro de mi familia,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,3,0,0
aw2zmg3nud,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,2,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,2,0,0
awlgk55auv,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Peor,Perdí mi trabajo de forma permanente,2,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Peor,Perdí mi trabajo de forma permanente,2,0,0
awq3csm79d,Hermano/a(s)/otro familiar menor de 60 años,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,En mi país,Alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Tengo el mismo trabajo,4,Hermano/a(s)/otro familiar menor de 60 años,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,En mi país,Alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Tengo el mismo trabajo,4,0,0
azn2c07hqo,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Ni bueno ni malo,En mi país,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Muy alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,2,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Ni bueno ni malo,En mi país,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Muy alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,2,0,0
b0cr4kujz4,Esposo(a)/Pareja,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Malo,En mi país,Alto riesgo,Alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,1,Esposo(a)/Pareja,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Malo,En mi país,Alto riesgo,Alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,1,0,0
b47uht5yx2,Vivo solo(a),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,En mi país,Alto riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Tengo el mismo trabajo,3,Vivo solo(a),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,En mi país,Alto riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Tengo el mismo trabajo,3,0,0
bbb7blvy7n,Compañero(a) de vivienda menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Igual,No lo sé / Prefiero no responder,2,Compañero(a) de vivienda menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Igual,No lo sé / Prefiero no responder,2,0,0
bbg642lt7n,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mis conocidos,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Igual,No lo sé / Prefiero no responder,7,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mis conocidos,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Igual,No lo sé / Prefiero no responder,7,0,0
bdqz4o49f5,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Alto riesgo,Bajo riesgo,Muy bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Mejor,No lo sé / Prefiero no responder,3,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Alto riesgo,Bajo riesgo,Muy bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Mejor,No lo sé / Prefiero no responder,3,0,0
bdyx9509mj,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mis conocidos,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,No lo sé / Prefiero no responder,4,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mis conocidos,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,No lo sé / Prefiero no responder,4,0,0
bk36nuv0wt,Compañero(a) de vivienda menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,6,Compañero(a) de vivienda menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,6,0,0
bl23a37lc5,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,3,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,3,0,0
blsfhggtdy,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Ni bueno ni malo,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,1,Hijo/a(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Ni bueno ni malo,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,1,0,0
bqt4a3fr76,Vivo solo(a),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Muy malo,En mi país,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Muy alto riesgo,Igual,Tengo el mismo trabajo,1,Vivo solo(a),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Muy malo,En mi país,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Muy alto riesgo,Igual,Tengo el mismo trabajo,1,0,0
bxrn095nmg,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,Perdí mi trabajo de forma permanente,2,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,Perdí mi trabajo de forma permanente,2,0,0
bygj9se2vr,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Peor,Tengo el mismo trabajo,3,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Peor,Tengo el mismo trabajo,3,0,0
c1q76x34l3,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi ciudad,Alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,Tengo el mismo trabajo,3,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi ciudad,Alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,Tengo el mismo trabajo,3,0,0
c4ht5lrajg,Personas mayores a 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Alto riesgo,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,5,Personas mayores a 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Alto riesgo,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,5,0,0
c5r7segqpk,Personas mayores a 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Malo,En mi país,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,2,Personas mayores a 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Malo,En mi país,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,2,0,0
c8f3xbppht,Esposo(a)/Pareja,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,"Perdí mi trabajo de forma permanente, pero obtuve otro",5,Esposo(a)/Pareja,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,"Perdí mi trabajo de forma permanente, pero obtuve otro",5,0,0
