id,EAR_01_RAW,EAR_02_RAW,EAR_03_RAW,EAR_04_RAW,EAR_05_RAW,EAR_06_RAW,EAR_07_RAW,EAR_08_RAW,EAR_09_RAW,EAR_10_RAW,EAR_01_DIR,EAR_02_DIR,EAR_03_DIR,EAR_04_DIR,EAR_05_DIR,EAR_06_DIR,EAR_07_DIR,EAR_08_DIR,EAR_09_DIR,EAR_10_DIR,EAR_RAW_NA,EAR_DIR_NA,EAR_DIRt
993395218,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,4,3,3,3,3,3,2,2,3,3,0,0,29
993418649,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,3,2,1,3,1,1,1,1,1,1,0,0,15
993424376,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,4,3,3,3,2,3,3,2,3,3,0,0,29
993456343,Muy de acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,4,3,3,4,3,3,3,1,1,1,0,0,26
994081964,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,3,3,3,3,2,2,2,1,3,4,0,0,26
994668378,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,3,3,2,3,2,3,2,2,2,3,0,0,25
994737019,Muy de acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,4,3,3,4,2,3,3,1,2,3,0,0,28
994998546,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,3,3,3,3,3,3,3,1,2,3,0,0,27
995029977,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,3,2,3,2,2,2,2,3,3,0,0,25
995073977,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,3,4,3,4,3,4,3,1,3,3,0,0,31
995190027,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,3,3,4,3,4,3,3,1,3,4,0,0,31
995534736,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,4,3,3,3,2,2,2,1,2,2,0,0,24
995556628,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,En desacuerdo,3,3,4,3,3,3,3,3,4,3,0,0,32
996092646,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,1,4,4,2,4,4,0,0,35
996369540,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,3,3,2,3,3,2,2,1,1,1,0,0,21
996426677,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,3,4,4,0,0,39
996737561,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,3,4,4,0,0,39
997070802,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,4,3,3,3,3,3,3,1,2,3,0,0,28
997121749,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,4,3,3,3,2,3,3,1,3,2,0,0,27
997364441,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,3,4,3,3,3,2,4,4,0,0,34
997412540,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,4,3,4,4,4,4,4,2,3,3,0,0,35
997421325,Muy de acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,3,4,3,4,3,3,2,4,4,0,0,34
997451724,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,2,2,3,3,3,4,3,3,4,4,0,0,31
997498873,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,3,4,4,4,2,4,4,0,0,37
997737916,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,4,4,3,2,4,4,4,1,2,1,0,0,29
997759035,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,3,3,3,3,3,3,3,2,2,2,0,0,27
997hakkpga,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,3,4,3,4,3,3,4,3,3,3,0,0,33
998143054,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,3,4,4,4,4,3,4,4,0,0,38
998229820,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,3,1,3,3,1,4,4,0,0,31
998368437,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,3,4,4,0,0,39
998376022,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,3,3,3,3,3,3,2,3,3,0,0,29
998414304,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,3,3,4,3,3,4,3,1,4,4,0,0,32
998461790,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,3,4,4,4,4,4,4,3,4,4,0,0,38
998779470,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,3,3,3,3,2,2,3,2,2,2,0,0,25
998854316,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,3,3,3,3,3,3,3,2,2,3,0,0,28
998858545,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,4,4,4,0,0,40
998875012,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,3,3,4,3,4,3,3,4,4,4,0,0,35
999093093,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,3,3,3,3,3,2,2,3,3,0,0,28
999188335,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,2,4,4,0,0,38
999361778,Muy de acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,4,3,4,3,3,3,3,2,2,3,0,0,30
999407649,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,3,3,4,4,4,0,0,38
999540975,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,1,4,4,4,4,4,4,3,4,4,0,0,36
999732875,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,1,1,4,4,1,4,4,2,3,4,0,0,28
999919100,De acuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,3,1,3,3,3,3,3,1,3,3,0,0,26
999920027,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,3,3,2,2,2,3,2,1,2,2,0,0,22
9aux5878qw,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,4,4,3,3,2,3,4,0,0,35
9e42sk7uwx,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,2,4,4,0,0,38
9fazm15vce,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,3,2,3,4,0,0,36
9fzejerrgn,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,1,4,4,0,0,37
9jn6juf41p,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,4,4,3,3,2,3,3,1,2,4,0,0,29
9m58os2md1,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,3,2,3,3,3,4,3,3,3,3,0,0,30
9nwcoby1v9,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,4,4,4,1,4,4,3,2,3,1,0,0,30
9oc1ekzpb4,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,4,4,4,3,2,3,3,2,2,3,0,0,30
9t1plqtqau,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,3,3,3,3,2,2,2,3,3,0,0,27
9trmee5xbp,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,4,1,4,4,2,3,4,0,0,34
9veptk9vgf,De acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,4,4,3,3,3,3,2,3,3,0,0,31
a3hyn2c33g,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,3,3,1,2,1,1,1,1,1,1,0,0,15
a7gqlr06rl,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,3,3,3,3,3,3,3,2,2,3,0,0,28
alb7auth21,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,3,3,2,3,3,2,2,2,1,1,0,0,22
amm7bj9jry,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,4,4,3,4,3,4,3,2,2,2,0,0,31
any34zornc,Muy de acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,4,3,3,4,3,2,3,1,3,3,0,0,29
aomxurnjy4,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,3,3,3,3,3,3,3,2,2,4,0,0,29
aoufqyh9re,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,4,3,2,3,2,2,2,1,2,2,0,0,23
arh0u2f1wl,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,3,4,3,3,4,3,3,3,3,3,0,0,32
aux5emxvcs,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,4,4,3,3,3,4,4,3,3,3,0,0,34
aw2zmg3nud,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,2,4,3,3,3,3,3,2,2,2,0,0,27
awlgk55auv,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,3,3,2,2,2,2,2,1,2,2,0,0,21
awq3csm79d,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,4,3,3,1,3,3,3,2,3,3,0,0,28
azn2c07hqo,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,3,3,4,3,4,4,3,3,4,4,0,0,35
b0cr4kujz4,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,4,4,3,3,3,3,3,2,3,3,0,0,31
b47uht5yx2,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,1,4,4,0,0,37
b5aucdrp3d,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,3,3,2,3,3,3,3,1,3,3,0,0,27
bbb7blvy7n,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,4,3,1,2,2,2,2,1,1,1,0,0,19
bbg642lt7n,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,3,4,3,3,3,3,3,1,2,2,0,0,27
bdqz4o49f5,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,2,4,4,0,0,38
bdyx9509mj,Muy en desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,1,4,2,4,2,4,3,2,1,2,0,0,25
bk36nuv0wt,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,4,4,4,1,3,3,2,3,3,0,0,30
bl23a37lc5,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,3,3,3,3,3,3,2,1,3,3,0,0,27
blsfhggtdy,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,3,3,3,4,0,0,37
bqt4a3fr76,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,3,3,2,3,2,2,3,1,2,2,0,0,23
bxrn095nmg,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,3,3,3,2,3,3,2,3,3,0,0,28
bygj9se2vr,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,3,4,3,3,3,2,4,4,0,0,34
c1q76x34l3,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,En desacuerdo,3,3,3,3,2,3,3,3,4,3,0,0,30
c4ht5lrajg,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,1,1,4,4,4,3,3,1,2,4,0,0,27
c5r7segqpk,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,4,4,3,3,4,3,3,2,2,3,0,0,31
c8f3xbppht,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,3,3,4,3,3,3,3,3,3,3,0,0,31
c8g9jszal0,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,3,4,4,3,2,3,4,0,0,35
c8hu5bsh4e,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,3,3,3,3,3,3,3,3,3,3,0,0,30
cfkly9zxv2,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,3,4,4,0,0,39
cg1eldphlr,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,3,4,3,3,3,2,2,1,1,1,0,0,23
cggroeg4sr,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,4,2,3,3,3,3,4,0,0,34
cj5ejfvtb3,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,4,3,3,3,4,2,2,1,3,3,0,0,28
cjjbo78l0u,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,2,3,2,3,2,2,2,2,2,2,0,0,22
cn589l7pn4,Muy en desacuerdo,En desacuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,1,2,4,3,3,3,3,4,4,4,0,0,31
cq1xv602w1,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,1,3,3,3,2,3,3,2,2,2,0,0,24
cr0j272mz4,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,4,3,4,4,3,3,2,3,3,0,0,32
cu389mbfxe,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,2,4,4,0,0,38
cv962bvx5t,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,4,4,4,0,0,40
d1wdaer3c5,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,2,2,2,2,2,3,2,1,3,2,0,0,21
d24o1c3w7n,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,3,3,3,3,4,3,3,1,4,4,0,0,31
d2s2l3na16,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,4,4,3,4,3,3,3,2,3,4,0,0,33
d5w1gpjg45,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,3,3,4,3,3,3,2,3,3,0,0,30
d91h22qysr,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,1,1,4,4,4,4,4,3,4,4,0,0,33
da1u0gy74y,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,4,4,4,0,0,40
dc51vr8zat,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,4,4,3,4,4,3,3,1,2,3,0,0,31
dcldsab5fd,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,3,3,3,4,3,3,3,1,2,2,0,0,27
ddaztuhj5z,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,3,4,4,2,2,4,4,0,0,35
ddc8f21j3k,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,2,3,2,3,2,2,2,2,1,1,0,0,20
dezmr6fn3c,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,4,4,3,3,4,4,3,1,2,4,0,0,32
dfdftb1qqa,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,4,4,2,3,2,3,3,1,2,2,0,0,26
dfy45dn269,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,4,4,4,4,4,3,3,1,3,2,0,0,32
do5s3zc8zc,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,3,3,3,3,3,2,4,4,0,0,33
dr9o0bvodp,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,3,3,4,3,4,4,3,3,2,3,0,0,32
drjbxfnocl,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,4,4,4,4,4,4,2,3,3,0,0,35
