id,DEMOGR3_01_RAW,DEMOGR3_02_RAW,DEMOGR3_03_RAW,DEMOGR3_04_RAW,DEMOGR3_05_RAW,DEMOGR3_06_RAW,DEMOGR3_07_RAW,DEMOGR3_08_RAW,DEMOGR3_01_DIR,DEMOGR3_02_DIR,DEMOGR3_03_DIR,DEMOGR3_04_DIR,DEMOGR3_05_DIR,DEMOGR3_06_DIR,DEMOGR3_07_DIR,DEMOGR3_08_DIR,DEMOGR3_RAW_NA,DEMOGR3_DIR_NA
977087119,24,Hombre,Sí,Sí,Universitaria completa.,No,No,No,24,1,1,1,6,0,0,0,1,1
977127298,28,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,28,1,1,1,7,0,0,0,1,1
977401283,19,Mujer,Sí,Sí,Media incompleta.,No,No,No,19,0,1,1,3,0,0,0,1,1
977459453,25,Hombre,Sí,Sí,Universitaria completa.,No,No,No,25,1,1,1,6,0,0,0,1,1
977646231,32,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,32,0,1,1,7,1,0,0,1,1
977658105,27,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,27,0,1,1,5,0,0,0,1,1
977676965,21,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,21,0,1,1,5,1,0,0,1,1
977696575,58,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,58,0,1,1,5,0,0,0,1,1
977958040,28,Mujer,Sí,Sí,Universitaria completa.,No,No,No,28,0,1,1,6,0,0,0,1,1
978009184,21,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,21,1,1,1,5,0,0,0,1,1
978090680,42,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,42,0,1,1,7,0,0,0,1,1
978278881,23,Mujer,Sí,Sí,Universitaria completa.,No,No,No,23,0,1,1,6,0,0,0,1,1
978408990,30,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,30,0,1,1,4,0,0,0,1,1
978649443,27,Mujer,Sí,Sí,Universitaria completa.,No,No,No,27,0,1,1,6,0,0,0,1,1
978716998,19,Hombre,Sí,Sí,Media incompleta.,Sí,No,No,19,1,1,1,3,1,0,0,1,1
978770166,22,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,22,1,1,1,5,1,0,0,1,1
978778707,21,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,Sí,No,21,0,1,1,5,1,1,0,1,1
978796499,25,Mujer,Sí,Sí,Universitaria completa.,No,No,No,25,0,1,1,6,0,0,0,1,1
978901726,30,Otro,Sí,Sí,Universitaria completa.,No,No,No,30,2,1,1,6,0,0,0,1,1
979555498,22,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,22,1,1,1,5,0,0,0,1,1
979597551,25,Hombre,Sí,Sí,Universitaria completa.,No,No,No,25,1,1,1,6,0,0,0,1,1
979657428,28,Mujer,Sí,Sí,Universitaria completa.,No,No,No,28,0,1,1,6,0,0,0,1,1
979661700,35,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,35,0,1,1,7,0,0,0,1,1
979665723,27,Mujer,No,Sí,Universitaria completa.,Sí,No,No,27,0,0,1,6,1,0,0,1,1
979666528,28,Hombre,Sí,Sí,Universitaria completa.,No,No,No,28,1,1,1,6,0,0,0,1,1
979772716,53,Hombre,Sí,Sí,Universitaria completa.,No,No,No,53,1,1,1,6,0,0,0,1,1
979875126,29,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,29,0,1,1,6,1,0,0,1,1
981253621,26,Hombre,Sí,Sí,Universitaria completa.,No,No,No,26,1,1,1,6,0,0,0,1,1
981400158,21,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,21,0,1,1,5,0,0,0,1,1
981766398,28,Hombre,No,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,28,1,0,1,5,1,0,0,1,1
981987221,28,Hombre,Sí,Sí,Universitaria completa.,No,No,No,28,1,1,1,6,0,0,0,1,1
982183335,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,20,0,1,1,4,0,0,0,1,1
982270075,67,Mujer,Sí,Sí,Universitaria completa.,No,No,No,67,0,1,1,6,0,0,0,1,1
982279036,52,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,52,0,1,1,5,0,0,0,1,1
982510850,24,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,24,0,1,1,5,0,0,0,1,1
982642174,25,Mujer,Sí,Sí,Universitaria completa.,No,No,No,25,0,1,1,6,0,0,0,1,1
982808635,22,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,22,0,1,1,5,0,0,0,1,1
982896804,24,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,24,1,1,1,5,0,0,0,1,1
982944737,26,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,26,0,1,1,7,0,0,0,1,1
982960702,55,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,55,0,1,1,7,0,0,0,1,1
982990259,28,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,28,0,1,1,7,1,0,0,1,1
983159870,25,Mujer,Sí,Sí,Universitaria completa.,No,No,No,25,0,1,1,6,0,0,0,1,1
983225150,23,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,23,1,1,1,5,1,0,0,1,1
983295453,54,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,54,0,1,1,5,1,0,0,1,1
983399462,26,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,26,0,1,1,6,1,0,0,1,1
983510051,23,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,23,0,1,1,5,0,0,0,1,1
98375947,21,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,21,1,1,1,5,1,0,0,1,1
984001541,21,Mujer,Sí,Sí,Universitaria completa.,No,No,No,21,0,1,1,6,0,0,0,1,1
984009266,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,20,0,1,1,4,0,0,0,1,1
98402425,21,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,21,0,1,1,4,0,0,0,1,1
984054206,16,Mujer,Sí,Sí,Media incompleta.,No,No,No,16,0,1,1,3,0,0,0,1,1
984128897,35,Hombre,Sí,Sí,Universitaria completa.,No,No,No,35,1,1,1,6,0,0,0,1,1
984137712,57,Mujer,Sí,Sí,Universitaria completa.,No,No,No,57,0,1,1,6,0,0,0,1,1
984186352,26,Mujer,Sí,Sí,Universitaria completa.,No,No,No,26,0,1,1,6,0,0,0,1,1
984245385,23,Mujer,Sí,Sí,Universitaria completa.,No,No,No,23,0,1,1,6,0,0,0,1,1
984347322,28,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,28,0,1,1,6,1,0,0,1,1
984392357,53,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,53,0,1,1,7,0,0,0,1,1
984399547,29,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,29,1,1,1,7,0,0,0,1,1
984446210,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,0,1,1,4,0,0,0,1,1
984697431,50,Mujer,Sí,Sí,Universitaria completa.,No,No,No,50,0,1,1,6,0,0,0,1,1
984773120,23,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,23,0,1,1,4,0,0,0,1,1
984799147,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,20,0,1,1,4,0,0,0,1,1
984813596,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,0,1,1,4,0,0,0,1,1
984819192,21,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,21,0,1,1,4,1,0,0,1,1
984839717,38,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,38,0,1,1,5,0,0,0,1,1
984879731,35,Hombre,No,No,"Postgrado (Master, Doctor o equivalente).",No,No,No,35,1,0,0,7,0,0,0,1,1
985016647,53,Mujer,Sí,Sí,Universitaria completa.,No,No,No,53,0,1,1,6,0,0,0,1,1
985051874,40,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,40,0,1,1,7,0,0,0,1,1
985274725,28,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,28,0,1,1,6,1,0,0,1,1
985295688,23,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,23,0,1,1,6,1,0,0,1,1
985481418,21,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,21,0,1,1,5,0,0,0,1,1
985487534,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,0,1,1,5,0,0,0,1,1
985716722,29,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,29,0,1,1,5,0,0,0,1,1
985721992,53,Mujer,Sí,Sí,Universitaria completa.,No,No,No,53,0,1,1,6,0,0,0,1,1
986216476,24,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,24,0,1,1,5,0,0,0,1,1
986407230,57,Hombre,Sí,Sí,Universitaria completa.,No,No,No,57,1,1,1,6,0,0,0,1,1
986466143,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,20,0,1,1,4,1,0,0,1,1
986799596,35,Mujer,Sí,Sí,Universitaria completa.,No,No,No,35,0,1,1,6,0,0,0,1,1
986846292,27,Mujer,Sí,Sí,Universitaria completa.,No,No,No,27,0,1,1,6,0,0,0,1,1
986868112,19,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,19,0,1,1,4,0,0,0,1,1
987222143,25,Mujer,Sí,Sí,Universitaria completa.,No,No,No,25,0,1,1,6,0,0,0,1,1
987304721,26,Mujer,Sí,Sí,Universitaria completa.,No,No,No,26,0,1,1,6,0,0,0,1,1
987308145,27,Mujer,Sí,Sí,Universitaria completa.,No,No,No,27,0,1,1,6,0,0,0,1,1
987369880,49,Mujer,No,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,49,0,0,1,7,0,0,0,1,1
987750595,41,Mujer,Sí,Sí,Universitaria completa.,No,No,No,41,0,1,1,6,0,0,0,1,1
988110184,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,0,1,1,5,0,0,0,1,1
988181447,38,Hombre,Sí,Sí,Universitaria completa.,No,No,No,38,1,1,1,6,0,0,0,1,1
988278630,29,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,29,1,1,1,7,1,0,0,1,1
988291419,52,Hombre,No,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,52,1,0,1,7,0,0,0,1,1
988340281,21,Hombre,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,21,1,1,1,4,0,0,0,1,1
988385245,28,Mujer,Sí,Sí,Universitaria completa.,No,No,No,28,0,1,1,6,0,0,0,1,1
988443534,19,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,19,0,1,1,4,0,0,0,1,1
988563124,28,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,28,0,1,1,6,1,0,0,1,1
98858425,51,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,51,1,1,1,7,1,0,0,1,1
989009126,36,Hombre,Sí,Sí,Universitaria completa.,No,No,No,36,1,1,1,6,0,0,0,1,1
989032399,62,Mujer,Sí,Sí,Universitaria completa.,No,No,No,62,0,1,1,6,0,0,0,1,1
989041477,28,Hombre,Sí,Sí,Universitaria completa.,No,No,No,28,1,1,1,6,0,0,0,1,1
989203428,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,Sí,No,18,0,1,1,4,1,1,0,1,1
989207190,35,Mujer,Sí,Sí,Universitaria completa.,No,No,No,35,0,1,1,6,0,0,0,1,1
989296613,25,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,Sí,No,25,0,1,1,7,1,1,0,1,1
98efkex461,39,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,39,0,1,1,6,1,0,0,0,0
990748443,24,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,24,0,1,1,5,0,0,0,1,1
990913022,31,Hombre,Sí,Sí,Universitaria completa.,No,No,No,31,1,1,1,6,0,0,0,1,1
991287501,51,Mujer,Sí,Sí,Universitaria completa.,No,No,No,51,0,1,1,6,0,0,0,1,1
991297732,34,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,34,0,1,1,7,1,0,0,1,1
991305020,50,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,50,0,1,1,5,1,0,0,1,1
991312098,22,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,22,1,1,1,5,0,0,0,1,1
991353937,27,Mujer,Sí,Sí,Universitaria completa.,No,No,No,27,0,1,1,6,0,0,0,1,1
991589559,28,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,28,0,1,1,6,1,0,0,1,1
991613582,51,Hombre,Sí,Sí,Universitaria completa.,No,No,No,51,1,1,1,6,0,0,0,1,1
991717406,19,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,19,0,1,1,4,1,0,0,1,1
991803002,26,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,26,1,1,1,7,0,0,0,1,1
992187944,26,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,26,1,1,1,5,0,0,0,1,1
992196864,23,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,23,0,1,1,5,1,0,0,1,1
992225039,26,Hombre,Sí,Sí,Universitaria completa.,No,No,No,26,1,1,1,6,0,0,0,1,1
992241439,29,Mujer,Sí,No,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,29,0,1,0,7,1,0,0,1,1
992392476,53,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,53,0,1,1,7,0,0,0,1,1
992400304,54,Mujer,Sí,Sí,Universitaria completa.,No,No,No,54,0,1,1,6,0,0,0,1,1
992401047,53,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,53,0,1,1,7,0,0,0,1,1
992403256,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,0,1,1,5,0,0,0,1,1
992500419,29,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,29,0,1,1,6,1,0,0,1,1
992847965,28,Hombre,Sí,Sí,Universitaria completa.,No,No,No,28,1,1,1,6,0,0,0,1,1
993092332,26,Mujer,Sí,Sí,Universitaria completa.,No,No,No,26,0,1,1,6,0,0,0,1,1
993096569,28,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,28,0,1,1,6,1,0,0,1,1
993192605,63,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,63,1,1,1,7,0,0,0,1,1
993253171,51,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,51,0,1,1,7,0,0,0,1,1
993348065,61,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,61,1,1,1,7,0,0,0,1,1
993395218,24,Mujer,Sí,Sí,Universitaria completa.,No,No,No,24,0,1,1,6,0,0,0,1,1
993418649,23,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,Sí,No,23,0,1,1,5,1,1,0,1,1
993424376,23,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,23,0,1,1,5,0,0,0,1,1
993456343,21,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,21,0,1,1,5,1,0,0,1,1
994081964,28,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,28,0,1,1,6,1,0,0,1,1
994668378,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,20,0,1,1,5,1,0,0,1,1
994737019,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,20,0,1,1,4,0,0,0,1,1
994998546,19,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,19,0,1,1,4,0,0,0,1,1
995029977,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,0,1,1,4,0,0,0,1,1
995073977,42,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,42,0,1,1,4,0,0,0,1,1
995190027,58,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,58,0,1,1,5,0,0,0,1,1
995534736,25,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,25,0,1,1,6,1,0,0,1,1
995556628,30,Mujer,Sí,Sí,Universitaria completa.,No,No,No,30,0,1,1,6,0,0,0,1,1
996092646,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,0,1,1,5,0,0,0,1,1
996369540,25,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,25,0,1,1,5,1,0,0,1,1
996426677,32,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,32,0,1,1,6,1,0,0,1,1
996633848,26,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,26,0,1,1,6,1,0,0,1,1
9966885479,55,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,55,0,1,1,4,0,0,0,1,1
996737561,51,Mujer,Sí,Sí,Universitaria completa.,No,No,No,51,0,1,1,6,0,0,0,1,1
997070802,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,0,1,1,4,0,0,0,1,1
997121749,26,Hombre,Sí,Sí,Universitaria completa.,No,No,No,26,1,1,1,6,0,0,0,1,1
997175441,33,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,33,0,1,1,6,1,0,0,1,1
997364441,30,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,30,1,1,1,7,0,0,0,1,1
997412540,21,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,21,1,1,1,5,0,0,0,1,1
997421325,53,Hombre,Sí,Sí,Universitaria completa.,No,No,No,53,1,1,1,6,0,0,0,1,1
997451724,26,Hombre,Sí,Sí,Universitaria completa.,No,No,No,26,1,1,1,6,0,0,0,1,1
997498873,23,Hombre,Sí,Sí,Universitaria completa.,Sí,No,No,23,1,1,1,6,1,0,0,1,1
997737916,58,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,58,0,1,1,5,1,0,0,1,1
997759035,25,Mujer,Sí,Sí,Universitaria completa.,No,No,No,25,0,1,1,6,0,0,0,1,1
997hakkpga,45,Mujer,No,No,Universitaria incompleta / Técnica completa,No,No,No,45,0,0,0,5,0,0,0,0,0
998143054,31,Hombre,Sí,Sí,Universitaria completa.,No,No,No,31,1,1,1,6,0,0,0,1,1
998229820,55,Mujer,Sí,Sí,Universitaria completa.,No,No,No,55,0,1,1,6,0,0,0,1,1
998368437,30,Mujer,Sí,Sí,Universitaria completa.,No,No,No,30,0,1,1,6,0,0,0,1,1
998376022,63,Hombre,Sí,Sí,Universitaria completa.,No,No,No,63,1,1,1,6,0,0,0,1,1
998414304,54,Mujer,Sí,Sí,Universitaria completa.,Sí,Sí,No,54,0,1,1,6,1,1,0,1,1
998461790,56,Hombre,Sí,Sí,Universitaria completa.,No,No,No,56,1,1,1,6,0,0,0,1,1
998779470,43,Hombre,Sí,Sí,Universitaria completa.,Sí,No,No,43,1,1,1,6,1,0,0,1,1
998854316,27,Mujer,Sí,Sí,Universitaria completa.,No,No,No,27,0,1,1,6,0,0,0,1,1
998858545,58,Mujer,Sí,Sí,Media incompleta.,No,No,No,58,0,1,1,3,0,0,0,1,1
998875012,51,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,51,1,1,1,7,1,0,0,1,1
999093093,29,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,29,0,1,1,7,1,0,0,1,1
999188335,52,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,52,0,1,1,7,0,0,0,1,1
999361778,29,Hombre,Sí,Sí,Universitaria completa.,No,No,No,29,1,1,1,6,0,0,0,1,1
999407649,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,0,1,1,5,0,0,0,1,1
999540975,37,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,37,0,1,1,7,0,0,0,1,1
999732875,37,Hombre,Sí,Sí,Universitaria completa.,No,No,No,37,1,1,1,6,0,0,0,1,1
999919100,52,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,52,0,1,1,4,0,0,0,1,1
999920027,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,20,0,1,1,4,0,0,0,1,1
9aux5878qw,34,Hombre,No,No,"Postgrado (Master, Doctor o equivalente).",No,No,No,34,1,0,0,7,0,0,0,0,0
9e42sk7uwx,34,Hombre,Sí,Sí,Universitaria completa.,No,No,No,34,1,1,1,6,0,0,0,0,0
9fazm15vce,60,Mujer,No,No,"Postgrado (Master, Doctor o equivalente).",No,No,No,60,0,0,0,7,0,0,0,0,0
9fzejerrgn,38,Mujer,Sí,Sí,Universitaria completa.,No,No,No,38,0,1,1,6,0,0,0,0,0
9jn6juf41p,39,Mujer,No,No,"Postgrado (Master, Doctor o equivalente).",No,No,No,39,0,0,0,7,0,0,0,0,0
9m58os2md1,41,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,41,1,1,1,7,0,0,0,0,0
9nakruhcok,37,Hombre,No,No,Universitaria completa.,No,No,No,37,1,0,0,6,0,0,0,0,0
9nwcoby1v9,22,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,22,0,1,1,5,1,0,0,0,0
9oc1ekzpb4,34,Mujer,Sí,Sí,Universitaria completa.,No,No,No,34,0,1,1,6,0,0,0,0,0
9t1plqtqau,31,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,31,0,1,1,5,0,0,0,0,0
9trmee5xbp,46,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,46,0,1,1,7,0,0,0,0,0
9veptk9vgf,35,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,35,0,1,1,6,1,0,0,0,0
a3hyn2c33g,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,18,0,1,1,4,1,0,0,0,0
a7gqlr06rl,40,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,40,0,1,1,6,1,0,0,0,0
alb7auth21,26,Mujer,Sí,Sí,Universitaria completa.,No,No,No,26,0,1,1,6,0,0,0,0,0
amm7bj9jry,23,Mujer,No,No,Universitaria incompleta / Técnica completa,No,No,No,23,0,0,0,5,0,0,0,0,0
any34zornc,22,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,22,0,1,1,5,0,0,0,0,0
aomxurnjy4,39,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,39,0,1,1,6,1,0,0,0,0
aoufqyh9re,19,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,19,0,1,1,4,0,0,0,0,0
arh0u2f1wl,19,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,19,1,1,1,5,0,0,0,0,0
aux5emxvcs,39,Mujer,Sí,Sí,Universitaria completa.,No,No,No,39,0,1,1,6,0,0,0,0,0
aw2zmg3nud,25,Mujer,Sí,Sí,Universitaria completa.,No,No,No,25,0,1,1,6,0,0,0,0,0
awlgk55auv,26,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,26,1,1,1,7,1,0,0,0,0
awq3csm79d,26,Mujer,Sí,Sí,Universitaria completa.,No,No,No,26,0,1,1,6,0,0,0,0,0
azn2c07hqo,45,Hombre,Sí,No,Universitaria incompleta / Técnica completa,No,No,No,45,1,1,0,5,0,0,0,0,0
b0cr4kujz4,27,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,27,0,1,1,6,1,0,0,0,0
b47uht5yx2,32,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,32,0,1,1,7,1,0,0,0,0
b5aucdrp3d,25,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,25,0,1,1,5,1,0,0,0,0
b7q8adzpxs,19,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,19,0,1,1,5,0,0,0,0,0
bbb7blvy7n,34,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,34,0,1,1,6,1,0,0,0,0
bbg642lt7n,19,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,19,0,1,1,5,1,0,0,0,0
bdo0gv3oh0,39,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,39,1,1,1,7,0,0,0,0,0
bdqz4o49f5,46,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,46,0,1,1,7,0,0,0,0,0
bdrxnbkmcm,18,Hombre,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,1,1,1,4,0,0,0,0,0
bdyx9509mj,27,Mujer,Sí,Sí,Universitaria completa.,No,No,No,27,0,1,1,6,0,0,0,0,0
bg2rozrnyk,45,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,45,0,1,1,7,0,0,0,0,0
bk36nuv0wt,28,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,28,1,1,1,7,0,0,0,0,0
bkj2ug4ds0,21,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,21,0,1,1,4,1,0,0,0,0
bl23a37lc5,38,Hombre,Sí,Sí,Universitaria completa.,No,No,No,38,1,1,1,6,0,0,0,0,0
blsfhggtdy,45,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,45,0,1,1,7,0,0,0,0,0
bp4pc9puhq,36,Mujer,No,No,Universitaria completa.,No,No,No,36,0,0,0,6,0,0,0,0,0
bqt4a3fr76,36,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,36,0,1,1,6,1,0,0,0,0
brnqmmla7g,27,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,27,0,1,1,6,1,0,0,0,0
bxrn095nmg,42,Mujer,No,Sí,Universitaria completa.,No,No,No,42,0,0,1,6,0,0,0,0,0
bygj9se2vr,24,Mujer,No,Sí,Universitaria completa.,No,No,No,24,0,0,1,6,0,0,0,0,0
c1q76x34l3,66,Hombre,No,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,66,1,0,1,7,0,0,0,0,0
c4ht5lrajg,30,Mujer,Sí,Sí,Universitaria completa.,No,No,No,30,0,1,1,6,0,0,0,0,0
c5r7segqpk,19,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,19,0,1,1,5,0,0,0,0,0
c8f3xbppht,39,Mujer,Sí,Sí,Universitaria completa.,No,No,No,39,0,1,1,6,0,0,0,0,0
c8g9jszal0,25,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,25,0,1,1,7,0,0,0,0,0
c8hu5bsh4e,38,Hombre,No,No,Universitaria completa.,No,No,No,38,1,0,0,6,0,0,0,0,0
cdzrxtr79k,29,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,29,1,1,1,5,0,0,0,0,0
